Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G089100	0.041	0	13.6445
TraesCS1A02G089300	0.2845	1.1915	0.075
TraesCS1A02G089400	1.6425	1.1915	4.6455
TraesCS1A02G089800	0.166	0.153	0
TraesCS1A02G089900	0	73.2435	0
TraesCS1A02G090000	0	0	0
TraesCS1A02G090100	42.945	55.1315	60.516
TraesCS1A02G090300	11.128	0	14.3235
TraesCS1A02G090600	7.412	1.613	7.434
TraesCS1A02G090800	0	0	0
TraesCS1A02G091100	46.1105	0	5.2085
TraesCS1A02G091200	0	7.4405	3.598
TraesCS1A02G091300	36.364	36.8005	27.177
TraesCS1A02G091400	0	3.9835	0.048
TraesCS1A02G091500	0.848	0.0795	0
TraesCS1A02G091600	3.4195	1.177	3.1275
TraesCS1A02G091700	0.2375	0	0
TraesCS1A02G092100	0	0.0235	0
TraesCS1A02G092200	0	0	0
TraesCS1A02G092700	0	0	0
TraesCS1A02G092900	938.6125	824.4605	910.286
TraesCS1A02G093100	0	3.727	2.227
TraesCS1A02G093200	1.628	31.092	0.313
TraesCS1A02G093300	0.0265	0	0.1925
TraesCS1A02G093500	0	0	0
TraesCS1A02G093700	0.0655	0.182	5.8945
TraesCS1A02G093900	0	0	0
TraesCS1A02G094000	5.945	5.476	5.817
TraesCS1A02G094100	0	0.0115	0
TraesCS1A02G094200	10.6865	0	1.2025
TraesCS1A02G094300	0	0	0
TraesCS1A02G094500	1.9335	0.2005	3.115
TraesCS1A02G095000	0	0	0
TraesCS1A02G095100	32.2885	11.8055	13.5075
TraesCS1A02G095200	10.7895	10.175	10.468
TraesCS1A02G095300	0	0.2235	0.0335
TraesCS1A02G095400	0.0755	1.46	4.544
TraesCS1A02G095500	1.445	14.811	2.19
TraesCS1A02G095600	0.05	0.285	0.0645
TraesCS1A02G095800	0	0	0
TraesCS1A02G096000	20.979	0	14.0235
TraesCS1A02G096100	19.7075	9.2475	7.688
TraesCS1A02G096200	0	0	0.1165
TraesCS1A02G096300	0.191	0	0
TraesCS1A02G096500	0.034	432.5715	0
TraesCS1A02G096600	4.164	3.0795	3.634
TraesCS1A02G096800	0	0	0
TraesCS1A02G097100	5.4675	3.807	8.459
TraesCS1A02G097200	11.742	11.5125	6.986
TraesCS1A02G097300	0.155	0.1295	0.2375
TraesCS1A02G097400	100.9415	89.029	105.4345
TraesCS1A02G097500	0	0	6.721
TraesCS1A02G097600	5.42	3.6975	0.2295
TraesCS1A02G097700	100.8765	111.617	95.673
TraesCS1A02G098300	0	0.5455	3.401
TraesCS1A02G098600	62.6735	168.1105	58.435
TraesCS1A02G098700	0	0.048	0.717
TraesCS1A02G098900	0	0	0
TraesCS1A02G099000	0	4.9525	5.621
TraesCS1A02G099300	8.5885	12.4065	10.0515
TraesCS1A02G099400	11.544	33.091	29.6105
TraesCS1A02G099500	0	0	0
TraesCS1A02G100000	1.8015	3.0125	0
TraesCS1A02G100100	0.526	0.0305	0
TraesCS1A02G100200	0.3265	3.1555	0.7315
TraesCS1A02G100300	0.038	0	0.035
TraesCS1A02G100400	1.273	0.0745	0.035
TraesCS1A02G100600	7.533	9.2275	7.03
TraesCS1A02G100800	6.3835	14.1105	4.1545
